road_condition,contract_area_m2,road_name,contract_period,building_age,contract_year,contract_month,deposit,monthly_rent_bill
0,20.18,23,2,38,2022,1,300,40
1,30,4,1,37,2022,1,500,38
0,42.3,58,2,31,2022,1,800,40
1,30,4,2,36,2022,1,200,38
2,30,4,2,27,2022,1,500,40
0,26,49,1,23,2022,1,300,35
0,45.09,3,2,38,2022,1,3000,60
0,20,49,2,22,2022,1,500,29
0,25,49,1,35,2022,1,200,35
1,58.88,4,2,37,2022,1,9000,40
0,52.88,23,2,37,2022,1,2000,40
0,30,23,2,36,2022,1,2000,40
0,19.8,23,2,23,2022,1,2000,37
0,25,23,2,22,2022,1,1000,20
1,66.45,23,2,23,2022,1,4000,50
0,58.19,23,2,37,2022,1,4000,50
1,30,4,2,29,2022,1,500,45
0,52.91,4,2,27,2022,1,2000,48
0,34,3,2,31,2022,2,1000,50
1,56.19,23,2,31,2022,2,3000,60
0,26,49,1,23,2022,2,500,35
2,61.6,23,2,29,2022,2,500,45
0,50,49,2,20,2022,2,3000,50
0,70,23,2,33,2022,2,3000,45
0,48,23,2,27,2022,2,500,50
0,20,4,2,23,2022,2,500,30
0,65.18,3,2,38,2022,2,5000,50
2,27,4,2,31,2022,2,500,33
1,33,4,2,36,2022,2,1000,35
0,62.19,49,2,34,2022,2,1000,50
2,24,4,1,31,2022,2,500,32
1,49.5,3,2,36,2022,2,1000,45
0,50,23,2,35,2022,2,1000,55
0,28,4,2,38,2022,2,500,45
1,21,23,2,16,2022,2,6000,5
1,20,23,2,36,2022,2,500,25
0,30,4,2,36,2022,2,300,25
3,13,23,2,36,2022,2,300,35
0,56.08,23,2,36,2022,2,1000,60
0,55.07,23,2,38,2022,2,4000,45
0,30,4,2,34,2022,2,500,40
0,38,49,2,35,2022,2,500,40
0,47,49,2,41,2022,2,1000,60
0,66.67,23,2,28,2022,2,2000,75
0,66.67,23,2,28,2022,2,2000,75
0,23,49,1,27,2022,2,500,35
0,33,4,2,32,2022,2,1000,17
0,60.14,49,2,36,2022,2,300,20
0,25,49,2,6,2022,2,1000,45
0,30,23,2,22,2022,2,1000,45
0,49.5,5,2,28,2022,2,3000,35
0,40,4,2,29,2022,2,1000,50
3,84.48,23,2,30,2022,2,3000,70
2,30,4,2,27,2022,2,500,40
0,25.13,49,2,39,2022,2,300,38
0,39.67,49,2,35,2022,2,4000,30
0,80.49,3,2,34,2022,2,3000,80
1,30,23,2,26,2022,2,1000,35
0,59.5,49,2,37,2022,2,200,30
2,19,58,2,43,2022,2,500,45
0,62.4,49,2,32,2022,3,2000,48
0,40,49,2,33,2022,3,2000,30
0,50,23,4,28,2022,3,2000,50
0,25.3,3,2,36,2022,3,100,32
0,49.2,23,2,41,2022,3,4000,40
1,32,23,2,36,2022,3,2000,30
0,63.72,4,2,21,2022,3,2000,80
0,25,23,2,36,2022,3,300,35
0,30,23,2,29,2022,3,500,40
1,66.2,3,2,35,2022,3,10000,50
1,35,49,2,34,2022,3,1000,25
0,60.32,3,2,30,2022,3,1500,50
1,49.5,4,2,31,2022,3,8000,25
1,42.85,23,2,38,2022,3,3000,70
1,42.85,23,2,38,2022,3,3000,70
2,35,5,2,36,2022,3,1000,40
0,56.49,23,2,36,2022,3,2000,55
1,45,23,2,39,2022,3,200,30
0,30,4,2,33,2022,3,9000,10
2,50,49,2,32,2022,3,2000,60
1,25,23,2,16,2022,3,1000,40
0,23,23,2,36,2022,3,1000,40
1,55,23,2,29,2022,3,1500,55
0,33,23,2,35,2022,3,500,30
0,42.52,4,2,33,2022,3,500,35
1,40,23,2,33,2022,3,2000,45
0,38.68,4,2,33,2022,3,2000,50
1,43,23,2,13,2022,3,2000,50
0,42.52,4,2,33,2022,3,500,35
1,52.26,58,2,34,2022,3,1000,40
0,33,23,2,27,2022,3,500,30
0,58.42,23,2,23,2022,3,4000,70
1,18,23,2,13,2022,3,1000,40
1,18,23,2,13,2022,3,1000,35
1,50,49,2,31,2022,3,1000,55
0,20.18,23,2,38,2022,3,300,42
1,45,4,2,21,2022,3,6000,30
0,52.91,4,2,27,2022,3,6500,1
0,52.91,4,2,27,2022,3,6500,1
0,35,3,2,38,2022,4,5000,30
0,60,49,2,27,2022,4,2000,60
1,66.39,3,2,23,2022,4,4000,5
0,33,49,2,38,2022,4,300,30
0,39,3,2,35,2022,4,300,42
2,29.88,49,2,40,2022,4,2000,68
0,30,4,2,43,2022,4,500,25
0,57.66,49,2,36,2022,4,1000,55
0,30,4,2,43,2022,4,500,25
1,35,58,2,32,2022,4,1000,40
0,23.1,23,2,21,2022,4,500,50
0,74.25,23,2,36,2022,4,500,35
0,56.02,3,2,36,2022,4,300,30
0,45,49,2,27,2022,4,1000,50
0,35,49,2,31,2022,4,500,30
0,13.2,58,2,37,2022,4,500,29
1,33,5,2,40,2022,4,100,23
0,35,3,2,23,2022,4,1000,40
0,26,3,2,33,2022,4,1000,40
1,25,5,2,35,2022,4,500,30
1,40,23,2,37,2022,4,1000,35
0,46,4,2,31,2022,4,1500,40
0,46,4,2,31,2022,4,1500,40
1,25,23,2,36,2022,4,500,35
3,30,23,2,21,2022,4,1000,29
1,25,49,2,36,2022,4,300,23
0,16.83,49,2,38,2022,4,100,35
0,23,4,2,32,2022,4,200,35
2,18,5,2,14,2022,4,500,30
0,39,23,2,39,2022,4,500,30
1,55.03,49,2,36,2022,4,2000,70
1,41.21,4,2,37,2022,4,2000,50
0,37.8,49,2,27,2022,4,1000,30
0,52.91,4,2,27,2022,4,2000,40
0,37.44,4,2,39,2022,4,1000,50
3,29.75,3,2,36,2022,4,300,25
0,73.92,49,2,6,2022,4,24000,10
0,22.21,4,2,31,2022,4,200,20
0,36.99,4,2,36,2022,4,1000,50
0,53.91,23,2,38,2022,4,4000,70
0,76.61,3,2,20,2022,4,8000,40
0,36.99,4,2,36,2022,4,1000,50
0,73.92,49,2,6,2022,4,25000,10
1,39,49,2,34,2022,4,1000,20
0,54.92,23,2,36,2022,4,3000,60
0,33.05,3,2,35,2022,4,300,30
0,40,23,2,33,2022,4,500,40
0,48.1,23,2,38,2022,4,2000,55
2,135.3,4,2,31,2022,4,1000,32
1,30,4,2,34,2022,4,300,35
0,33,49,2,33,2022,4,2000,60
0,30,23,2,36,2022,4,1000,30
0,50.06,3,2,32,2022,5,1000,45
0,50.06,3,2,32,2022,5,1000,45
1,23,23,2,23,2022,5,500,40
0,33,49,2,38,2022,5,300,35
1,36,49,2,35,2022,5,500,25
0,37,4,2,39,2022,5,1000,50
0,25,23,2,21,2022,5,300,20
1,30,4,2,36,2022,5,200,38
0,21,3,2,35,2022,5,1000,35
0,30,23,2,22,2022,5,2000,44
0,35,49,2,31,2022,5,500,35
1,42.84,3,2,33,2022,5,1500,42
1,40,23,2,35,2022,5,1000,45
0,28,3,2,35,2022,5,500,25
1,40,23,2,35,2022,5,1000,45
0,35,4,2,28,2022,5,400,47
0,30,3,2,17,2022,5,500,35
0,20,4,2,29,2022,5,300,20
0,28.03,23,2,35,2022,5,1500,40
0,20,4,2,29,2022,5,300,20
1,40,58,2,23,2022,5,500,45
1,45,23,2,27,2022,5,1000,45
1,45,23,2,27,2022,5,1000,45
3,23.11,23,2,21,2022,5,1000,29
0,36.36,4,2,33,2022,5,500,40
0,30,23,2,38,2022,5,500,30
0,42.96,23,2,34,2022,5,2000,55
0,42.96,23,2,21,2022,5,2000,55
0,30,23,2,38,2022,5,500,25
0,20,49,2,38,2022,5,1000,30
1,64.78,5,2,28,2022,5,500,35
0,38.46,58,2,31,2022,5,500,38
0,38.46,58,2,31,2022,5,500,38
1,30,4,2,34,2022,5,1000,47
0,23,23,2,36,2022,5,500,40
1,35,23,2,38,2022,5,500,45
3,42.97,3,2,30,2022,5,500,55
0,49.3,23,2,37,2022,5,2000,50
0,32.88,4,2,31,2022,5,500,30
0,33,4,2,29,2022,5,1000,40
1,14,23,2,29,2022,5,1000,35
0,16.5,49,2,36,2022,5,200,30
0,70,49,2,29,2022,5,2000,75
0,21.43,23,2,22,2022,5,500,30
1,22,23,2,13,2022,5,1000,35
1,33,58,2,42,2022,5,500,40
0,65.68,23,2,7,2022,5,18000,20
0,39.66,4,2,28,2022,5,500,50
0,40,23,2,33,2022,5,500,40
3,29.75,3,2,36,2022,5,500,30
3,35,23,2,23,2022,5,1500,65
1,33,58,2,33,2022,5,500,35
0,31.3,4,2,34,2022,5,1000,35
0,45.2,49,2,39,2022,5,3000,40
2,67.16,49,2,40,2022,5,1000,63
1,50.39,58,2,33,2022,6,10000,30
0,45,3,2,34,2022,6,1000,50
1,30,4,1,34,2022,6,500,50
0,42,3,2,34,2022,6,1000,30
0,36,23,2,33,2022,6,1000,40
0,35,49,2,37,2022,6,1000,45
0,56.76,23,2,35,2022,6,1000,25
2,18,4,2,37,2022,6,500,30
0,52.84,49,2,35,2022,6,6000,50
0,33.85,3,2,23,2022,6,2000,60
0,20,3,2,35,2022,6,500,38
0,20,3,2,35,2022,6,500,38
0,105.33,23,2,28,2022,6,3500,15
0,39.6,23,2,30,2022,6,500,40
1,18,23,2,35,2022,6,500,25
0,50.1,3,2,30,2022,6,1000,60
0,51.6,4,2,24,2022,6,1000,55
0,18.7,23,2,32,2022,6,1500,40
1,30,4,2,30,2022,6,1000,40
0,37.04,3,2,28,2022,6,13000,15
1,59.64,3,2,33,2022,6,2000,42
0,30,23,2,37,2022,6,100,25
0,38.22,4,2,36,2022,6,500,40
0,78.3,23,2,28,2022,6,4000,64
0,21.43,23,2,22,2022,6,1000,35
0,20.18,23,2,38,2022,6,500,42
3,72.28,23,2,28,2022,6,15000,10
0,56.31,23,2,38,2022,6,1000,40
0,18,23,2,38,2022,6,200,25
0,72.99,23,2,38,2022,6,6000,55
0,25,4,2,33,2022,6,300,40
0,46.2,23,2,34,2022,6,500,35
0,49.3,23,2,37,2022,6,2000,65
0,49.3,23,2,37,2022,6,2000,65
0,36.4,4,2,23,2022,6,500,30
0,33,49,2,31,2022,6,500,30
0,35,3,2,33,2022,6,4000,20
0,34.12,23,2,32,2022,6,1000,30
1,58.88,4,2,37,2022,6,9000,40
0,22.21,4,2,31,2022,6,200,25
2,55.48,49,2,35,2022,6,2000,55
3,20,3,2,33,2022,6,500,30
1,45,49,2,35,2022,6,500,55
0,75.87,3,2,36,2022,6,5000,50
0,40,3,2,33,2022,7,1000,60
0,49.9,49,2,34,2022,7,1000,50
0,36,3,2,36,2022,7,500,35
0,30,23,2,36,2022,7,1000,30
1,28,4,1,36,2022,7,1000,40
0,47.89,49,2,37,2022,7,2000,60
1,55.8,23,2,36,2022,7,2000,55
1,50,23,2,31,2022,7,3000,60
1,38.15,23,2,6,2022,7,1000,60
1,33,23,2,38,2022,7,300,40
0,50,3,2,35,2022,7,1000,40
1,33,23,2,38,2022,7,300,40
1,40,3,2,35,2022,7,500,50
0,20,23,1,36,2022,7,300,40
0,35,23,1,36,2022,7,500,35
0,43.46,23,2,37,2022,7,2500,65
0,36,3,2,36,2022,7,500,40
0,33,3,1,31,2022,7,500,35
0,34,3,2,23,2022,7,10000,10
0,40,3,2,36,2022,7,500,60
3,29.75,3,2,36,2022,7,500,45
0,70.4,23,2,28,2022,7,8000,60
0,20,49,2,39,2022,7,1000,37
0,19,49,2,22,2022,7,500,29
1,20,58,2,41,2022,7,300,42
0,28,3,2,36,2022,7,300,27
1,30,23,2,26,2022,7,500,40
1,60.22,4,2,35,2022,7,500,40
0,40,4,2,33,2022,7,300,45
0,38,5,2,38,2022,7,1000,48
1,47.6,23,2,37,2022,7,20000,30
0,47.62,23,2,37,2022,7,500,30
2,19,58,1,43,2022,7,500,40
0,30,4,2,24,2022,7,500,35
0,53,3,2,31,2022,7,3000,75
0,60.39,4,2,35,2022,7,3000,70
1,40,5,2,41,2022,7,2000,40
0,36,49,2,38,2022,7,1000,40
0,47.89,49,2,37,2022,7,1000,50
0,20,23,2,38,2022,7,500,40
0,18,4,2,36,2022,7,200,20
0,26.44,4,2,23,2022,7,500,45
0,45,4,2,29,2022,7,2000,45
0,30,23,2,36,2022,7,4500,20
1,50,23,2,22,2022,7,13000,20
0,53.37,23,2,34,2022,7,2000,60
0,40,23,2,35,2022,7,500,40
0,30,23,2,35,2022,7,500,29
0,48.46,4,2,31,2022,7,1000,50
1,58.34,49,2,33,2022,7,15000,21
0,62.49,58,2,35,2022,7,500,45
1,70.56,49,2,37,2022,7,910,70
0,40,4,2,35,2022,7,500,50
0,36.99,4,2,36,2022,7,1000,60
0,20,49,2,41,2022,7,500,35
1,33.05,4,2,36,2022,7,1000,35
0,43.3,4,2,18,2022,7,1000,50
0,26.44,4,2,23,2022,8,500,40
0,20,3,2,36,2022,8,500,35
1,50,3,2,34,2022,8,1000,35
1,50,3,2,34,2022,8,1000,35
1,25.4,23,2,46,2022,8,500,45
0,15,23,2,33,2022,8,300,30
0,40,3,2,31,2022,8,500,40
0,40.2,3,2,35,2022,8,500,35
0,36,3,2,36,2022,8,1000,55
1,18,23,1,36,2022,8,1000,50
0,53.73,49,2,38,2022,8,7000,50
0,41.47,4,2,31,2022,8,2000,25
1,42.85,23,2,32,2022,8,1000,26
0,65.14,23,2,33,2022,8,16500,7
1,56,23,2,16,2022,8,16000,20
1,20,4,1,34,2022,8,300,35
1,20,23,2,38,2022,8,500,35
0,53.53,4,2,27,2022,8,10000,40
0,25,5,2,38,2022,8,500,35
0,20,3,2,32,2022,8,300,25
0,39,49,2,32,2022,8,2000,40
0,57.28,23,2,24,2022,8,300,45
1,45,23,2,27,2022,8,2000,50
0,45,5,2,23,2022,8,2000,20
1,57.09,49,2,36,2022,8,15000,20
0,36,49,2,37,2022,8,1000,45
0,33.48,49,2,36,2022,8,500,25
0,52.12,23,2,34,2022,8,3000,65
0,52.12,23,2,34,2022,8,3000,65
0,33,4,1,23,2022,8,500,45
0,49.52,49,2,40,2022,8,13500,19
1,40,23,2,36,2022,8,2500,50
0,35,23,2,28,2022,8,2000,50
0,30,49,2,22,2022,8,500,40
0,20,3,2,36,2022,8,100,20
0,28,49,2,35,2022,8,500,30
0,25,3,2,36,2022,8,1000,33
1,27,4,2,38,2022,8,500,35
0,45,4,2,34,2022,8,2000,50
0,20,3,2,37,2022,8,300,35
0,37.98,4,2,36,2022,8,5000,30
0,33.06,4,2,35,2022,8,1000,45
1,27.73,23,1,3,2022,8,2000,65
1,16.8,23,2,27,2022,8,500,40
0,40,4,2,33,2022,8,300,40
2,18.86,49,2,41,2022,8,500,28
0,35,49,2,32,2022,8,1000,40
0,20.84,4,2,37,2022,8,500,25
1,49,3,2,36,2022,8,1000,45
0,30,23,2,29,2022,8,500,30
1,23,23,1,23,2022,8,300,40
0,30.12,4,1,36,2022,8,1000,50
1,30,4,2,34,2022,8,300,35
1,68,3,2,34,2022,8,5000,50
0,59.97,23,2,22,2022,8,10000,25
0,59.97,23,2,22,2022,8,10000,25
0,30,49,2,31,2022,8,500,40
0,42.52,4,2,33,2022,8,1000,50
0,42.52,4,2,33,2022,8,1000,50
0,59.97,23,2,22,2022,8,10000,25
0,42,49,2,30,2022,8,1000,50
1,57.43,49,2,39,2022,8,2000,40
1,59.63,3,2,29,2022,8,6000,60
0,43.58,3,2,38,2022,8,1000,50
1,31.48,3,2,35,2022,8,1000,35
0,39.6,23,2,33,2022,8,500,45
0,39.6,3,2,33,2022,8,1000,50
0,32.59,3,2,38,2022,8,5250,20
0,43.56,23,2,39,2022,8,4000,50
0,52.57,49,2,35,2022,8,12000,30
0,59,5,2,28,2022,9,3000,35
0,50,57,2,11,2022,9,12000,30
0,33,4,2,36,2022,9,500,35
1,16.8,23,2,27,2022,9,500,40
0,50,57,2,11,2022,9,12000,30
0,40,3,2,34,2022,9,1000,55
0,23,3,2,36,2022,9,300,30
0,54.28,49,2,31,2022,9,1500,50
0,20,3,2,36,2022,9,300,30
0,40,3,2,32,2022,9,1000,35
1,42,49,2,34,2022,9,2500,20
1,45,4,2,35,2022,9,2000,50
0,40,4,2,25,2022,9,500,45
1,33,49,2,38,2022,9,500,35
0,30,23,2,7,2022,9,1000,40
0,30,23,2,7,2022,9,1000,40
1,33,3,2,34,2022,9,1000,40
1,52.89,3,2,34,2022,9,2000,60
0,20,23,2,38,2022,9,300,20
0,36,3,2,33,2022,9,500,30
0,64.41,4,2,23,2022,9,5000,70
0,66,3,2,37,2022,9,8000,55
0,66.32,23,2,36,2022,9,3000,70
0,25.3,23,2,8,2022,9,1000,48
1,50,58,2,33,2022,9,3000,40
0,30,3,2,31,2022,9,200,20
0,42,23,2,24,2022,9,1000,65
1,20,4,2,37,2022,9,500,43
0,26,49,2,23,2022,9,500,48
0,17,4,2,32,2022,9,500,38
0,53.28,58,2,22,2022,9,1500,80
0,60.91,49,2,34,2022,9,2000,45
0,56.49,23,2,36,2022,9,5000,50
0,26,49,2,37,2022,9,500,30
0,34,4,2,33,2022,9,1000,50
0,40,23,2,36,2022,9,500,40
0,27.86,49,2,39,2022,9,500,45
0,53.28,3,2,35,2022,9,1500,50
3,12,3,1,36,2022,9,100,40
0,68.32,3,2,35,2022,9,3000,80
2,55.48,49,2,34,2022,9,100,30
0,18,3,2,36,2022,9,200,40
0,18,3,2,36,2022,9,200,40
1,36.3,23,2,36,2022,9,1000,55
0,50.78,49,2,36,2022,9,3000,30
0,56,49,2,32,2022,9,3000,40
0,54.84,23,2,40,2022,9,1000,65
1,78.52,3,2,27,2022,9,2000,50
0,20.18,23,2,38,2022,9,500,42
0,39.66,3,2,26,2022,9,2000,60
1,33,3,2,34,2022,9,1000,40
1,26,5,2,28,2022,9,500,30
1,60,49,4,22,2022,9,4000,70
0,22.56,4,2,37,2022,9,200,38
0,42,23,2,37,2022,9,2000,30
0,40,23,2,33,2022,9,500,45
0,25,23,2,38,2022,9,500,38
0,49.2,23,2,41,2022,9,7000,30
0,49.2,23,2,41,2022,9,7000,30
0,52.7,3,2,35,2022,9,12000,40
0,30.12,4,2,36,2022,9,1000,50
0,52.66,49,2,26,2022,9,1000,58
0,34,4,2,35,2022,9,500,45
0,40,3,2,36,2022,9,5000,10
1,55.82,23,1,39,2022,9,3000,65
0,40,3,2,36,2022,9,1000,40
0,40,3,2,36,2022,9,5000,10
0,49.4,23,2,37,2022,9,5000,50
0,46.56,49,2,36,2022,9,4000,50
0,38,49,2,33,2022,9,1500,40
0,20,4,2,32,2022,10,200,33
0,56.57,49,2,34,2022,10,1000,50
0,56.57,49,2,34,2022,10,1000,50
0,40,49,2,34,2022,10,1000,50
0,40,49,2,34,2022,10,1000,50
0,62.44,23,2,24,2022,10,13000,20
0,52.77,23,2,41,2022,10,2000,80
0,45.94,4,2,33,2022,10,1000,50
0,74.4,3,2,26,2022,10,3000,70
0,74.4,3,2,26,2022,10,3000,70
0,57.2,4,2,35,2022,10,15000,30
0,26.44,4,2,36,2022,10,300,35
0,56.09,49,2,26,2022,10,1000,47
1,24,4,2,37,2022,10,500,45
0,37.93,3,2,36,2022,10,4000,25
1,45,23,2,27,2022,10,1000,48
0,50.91,23,2,39,2022,10,8000,60
0,48.3,23,2,40,2022,10,2000,30
1,16.5,23,2,35,2022,10,200,20
0,17,3,2,38,2022,10,300,30
0,66.32,23,2,36,2022,10,3000,70
0,40,23,2,31,2022,10,1000,60
0,25,4,2,36,2022,10,1000,35
0,43,3,2,33,2022,10,500,40
1,30,4,2,11,2022,10,1000,40
0,37.82,4,2,17,2022,10,1000,55
1,45,23,2,33,2022,10,500,45
0,40,3,2,35,2022,10,500,38
0,36.52,4,2,33,2022,10,1000,45
0,33,3,2,31,2022,10,6000,20
0,45,23,2,22,2022,10,9000,30
0,54.12,49,2,29,2022,10,2000,40
1,45,49,2,35,2022,10,1000,50
2,68.64,49,2,31,2022,10,2000,60
0,103.17,49,2,45,2022,10,2000,150
0,34.97,23,2,39,2022,10,500,30
0,30.11,49,2,34,2022,10,1000,38
0,54.6,23,2,40,2022,10,1000,50
1,43.43,49,1,37,2022,10,3000,40
1,55.29,49,1,37,2022,10,3000,40
0,23,23,2,36,2022,10,500,45
0,39.04,4,2,32,2022,10,1000,40
0,30,3,2,32,2022,10,300,25
0,33,49,2,35,2022,10,700,25
0,25,4,2,25,2022,10,300,30
0,36.52,4,2,33,2022,10,500,50
0,21,23,2,38,2022,10,500,40
1,55,4,2,30,2022,10,2000,70
0,37.74,3,2,26,2022,10,1000,55
0,37.52,4,2,33,2022,10,1000,40
0,73.11,58,2,31,2022,10,500,38
0,51.22,49,2,41,2022,10,7000,37
0,38.5,58,2,31,2022,10,500,38
0,40,4,2,34,2022,10,500,40
0,26,49,2,23,2022,10,500,35
0,50,49,2,35,2022,10,2000,50
0,57.66,5,2,30,2022,10,1000,40
0,23,4,2,34,2022,10,500,30
0,40,49,2,33,2022,10,2000,50
0,56.89,23,2,35,2022,10,7000,50
0,56.89,23,2,35,2022,10,7000,50
0,42.84,23,2,40,2022,10,2000,60
1,57.27,23,2,39,2022,10,3000,70
0,37.64,4,2,23,2022,10,4000,35
1,48.93,49,2,38,2022,10,13000,10
1,23,49,2,36,2022,10,1000,40
1,52,23,2,38,2022,10,2000,50
0,41.42,49,2,35,2022,10,2000,30
0,30,4,2,35,2022,10,300,42
0,25,23,2,35,2022,10,300,20
1,45.26,4,2,35,2022,11,2000,30
0,50,49,2,34,2022,11,2000,40
0,50,49,2,34,2022,11,2000,40
1,20,3,2,33,2022,11,500,35
1,46,23,2,36,2022,11,6000,30
0,38.46,58,2,31,2022,11,500,40
0,17,49,2,33,2022,11,200,25
0,33,3,2,22,2022,11,500,40
0,40,23,2,29,2022,11,1000,50
0,35,23,2,35,2022,11,3000,20
1,35,49,2,22,2022,11,5000,35
0,30,3,2,37,2022,11,1000,20
0,48.7,49,2,32,2022,11,3000,60
0,20,49,2,33,2022,11,200,20
0,45,23,2,30,2022,11,1500,40
0,56.47,49,2,36,2022,11,3000,50
0,20.18,23,2,38,2022,11,500,42
0,39.75,4,2,31,2022,11,1000,50
0,56.47,49,2,36,2022,11,3000,50
0,47,4,2,33,2022,11,300,45
1,30,23,2,33,2022,11,500,30
1,35,23,2,35,2022,11,1000,50
0,34,23,2,32,2022,11,1000,45
0,27.4,23,2,34,2022,11,6000,8
1,30.54,4,2,37,2022,11,500,45
1,36,23,2,27,2022,11,500,30
0,15,58,2,33,2022,11,1000,40
0,20,49,2,36,2022,11,200,30
0,45,3,2,30,2022,11,1000,50
0,48.24,23,2,39,2022,11,3000,80
0,45,3,2,31,2022,11,2000,40
1,59,49,2,36,2022,11,4000,45
1,33,49,2,36,2022,11,1000,25
1,19.8,49,2,34,2022,11,400,40
0,61.7,49,2,35,2022,11,300,22
0,40,58,2,36,2022,11,500,35
0,20,49,2,37,2022,11,400,25
0,36,49,2,35,2022,11,200,32
0,54.24,23,2,26,2022,11,2000,30
0,96.06,3,2,32,2022,11,3000,80
0,58.3,23,2,36,2022,11,3000,70
1,48,4,2,21,2022,11,5000,40
1,20,23,2,36,2022,11,200,30
0,36,4,2,37,2022,11,1000,35
0,15,23,2,12,2022,11,500,29
0,26,49,2,23,2022,11,500,35
0,30.11,49,2,34,2022,11,500,40
1,55,4,2,30,2022,11,2000,70
1,30,3,2,33,2022,11,500,40
0,40,3,2,31,2022,11,1000,35
1,58.08,23,2,36,2022,11,7000,55
0,36,4,2,35,2022,11,8500,5
0,25,23,2,35,2022,11,500,30
1,42.18,3,2,35,2022,11,1000,50
1,20,49,1,29,2022,11,500,41
0,52.87,49,2,35,2022,11,9000,11
0,45,3,2,34,2022,11,3000,40
0,20,49,2,36,2022,12,1000,20
0,50,3,2,21,2022,12,4000,60
0,45,23,2,26,2022,12,1000,40
0,25,23,2,22,2022,12,1000,50
0,45,23,2,30,2022,12,1000,50
0,49.5,3,2,20,2022,12,7000,55
0,27,49,2,31,2022,12,200,30
0,25,23,2,36,2022,12,500,20
0,39.08,4,2,33,2022,12,2000,40
1,20,23,2,35,2022,12,500,29
0,30,49,1,22,2022,12,500,35
0,34.53,49,2,33,2022,12,500,30
0,37,58,2,36,2022,12,1000,50
0,40,3,2,31,2022,12,500,45
0,25,23,2,38,2022,12,500,37
0,53,5,2,46,2022,12,1500,60
1,61.1,23,2,37,2022,12,600,19
2,20,3,2,24,2022,12,1000,50
0,72.82,3,2,30,2022,12,1000,35
0,19,4,2,38,2022,12,500,40
1,50,4,2,34,2022,12,3000,33
1,50,4,2,34,2022,12,3000,33
0,38,49,2,35,2022,12,1000,40
1,52.46,3,2,36,2022,12,1000,18
0,37.44,4,2,39,2022,12,1000,50
1,35,23,2,35,2022,12,500,40
0,75.62,4,2,6,2022,12,3000,90
0,56.19,4,2,23,2022,12,3000,58
0,25,49,2,31,2022,12,500,30
1,65,49,2,17,2022,12,7000,60
1,62.56,58,3,34,2022,12,2000,40
0,27.04,23,2,2,2022,12,2000,52
1,24,23,2,24,2022,12,1000,45
0,19.8,23,2,36,2022,12,500,30
1,36,23,2,35,2022,12,500,40
0,35,23,2,29,2022,12,2000,40
0,25,49,2,38,2022,12,500,25
0,48.51,49,2,39,2022,12,1000,55
0,42.07,58,2,30,2022,12,6000,24
0,45,3,2,31,2022,12,1500,45
0,28.91,23,2,2,2022,12,3000,50
0,20,4,2,32,2022,12,300,25
0,50,49,2,29,2022,12,1000,55
3,29.75,3,2,36,2022,12,1000,40
0,18,3,2,36,2022,12,300,38
0,40,49,2,36,2022,12,2000,45
0,55.26,23,2,34,2022,12,2000,50
1,39.59,23,1,36,2022,12,500,35
0,30,3,2,20,2022,12,500,30
0,35,29,2,35,2022,1,2000,40
0,35,29,2,35,2022,1,2000,40
0,39,49,2,29,2022,1,700,42
0,18,48,2,33,2022,1,300,25
0,44.85,49,2,30,2022,1,1300,25
2,44.1,47,2,32,2022,1,4000,20
0,33,23,2,32,2022,1,11000,10
0,40,47,2,31,2022,1,1000,40
0,17,23,2,14,2022,1,1000,35
1,35,4,2,39,2022,1,300,40
0,15.3,29,1,36,2022,1,1000,45
0,15.3,29,1,36,2022,1,1000,45
1,30,47,2,23,2022,1,500,25
1,39,4,2,39,2022,1,500,40
1,39,4,2,39,2022,1,500,40
0,24,23,2,14,2022,1,500,45
0,38,29,2,35,2022,1,1000,40
0,15.3,29,1,36,2022,1,1000,45
0,24,23,2,14,2022,2,500,45
3,25,23,2,30,2022,2,300,30
0,33,23,2,37,2022,2,1000,35
0,24,23,2,14,2022,2,500,45
0,20,49,2,32,2022,2,500,30
0,33.06,49,2,32,2022,2,4000,20
0,24.5,23,2,35,2022,2,500,25
0,20,47,2,32,2022,2,3000,16
0,63,49,2,35,2022,2,2500,30
0,63,49,2,35,2022,2,1500,30
0,60,47,2,38,2022,2,4000,50
0,33.5,29,2,34,2022,2,1000,40
0,14.9,29,1,36,2022,2,1000,45
0,20,23,2,34,2022,2,300,10
0,24,23,1,12,2022,2,500,40
0,27,29,2,23,2022,2,500,25
0,18,23,2,36,2022,2,1200,2
0,42.9,48,2,31,2022,2,1500,50
0,42.9,48,2,31,2022,2,1500,50
0,17.5,29,1,36,2022,2,1000,35
0,41.89,47,2,32,2022,2,1000,50
0,33,48,2,32,2022,3,500,37
0,40.47,48,2,33,2022,3,300,42
0,58.11,49,2,32,2022,3,3000,20
0,69.63,47,2,31,2022,3,500,25
0,33,23,2,34,2022,3,1000,45
1,41.37,47,2,23,2022,3,5000,30
0,20,29,2,35,2022,3,500,35
1,23,48,2,34,2022,3,500,30
0,24.88,49,2,31,2022,3,300,35
0,36,29,2,35,2022,3,500,45
0,106.79,29,2,9,2022,3,3000,65
0,50,23,2,34,2022,3,2000,45
0,53.4,29,2,9,2022,3,3000,65
0,50.92,48,2,31,2022,3,2000,22
0,46,47,2,31,2022,3,1000,40
1,39,4,2,32,2022,3,1000,50
0,33,23,2,37,2022,3,1000,35
0,24,29,1,36,2022,4,500,35
0,46.3,23,2,35,2022,4,1000,50
